0, 28000
1, 28000
2, 28000
3, 28000
4, 27000
5, 28000
6, 28000
7, 28000
8, 27000
9, 28000
10, 28000
11, 28000
12, 28000
13, 28000
14, 28000
15, 28000
16, 28000
17, 28000
18, 28000
19, 28000
20, 28000
21, 28000
22, 28000
23, 28000
24, 27000
25, 28000
26, 28000
27, 27000
28, 28000
29, 28000
30, 28000
31, 28000
32, 27000
33, 28000
34, 27000
35, 28000
36, 28000
37, 28000
38, 27000
39, 28000
40, 30000
41, 27000
42, 28000
43, 28000
44, 28000
45, 28000
46, 27000
47, 27000
48, 28000
49, 27000
50, 28000
51, 27000
52, 27000
53, 28000
54, 28000
55, 27000
56, 28000
57, 28000
58, 27000
59, 28000
60, 28000
61, 28000
62, 28000
63, 27000
64, 27000
65, 28000
66, 28000
67, 28000
68, 28000
69, 27000
70, 27000
71, 27000
72, 28000
73, 28000
74, 28000
75, 27000
76, 28000
77, 27000
78, 28000
79, 27000
80, 27000
81, 28000
82, 28000
83, 27000
84, 27000
85, 27000
86, 28000
87, 28000
88, 28000
89, 28000
90, 27000
91, 27000
92, 28000
93, 29000
94, 30000
95, 31000
96, 30000
97, 29000
98, 29000
99, 29000
100, 31000
101, 32000
102, 32000
103, 31000
104, 32000
105, 32000
106, 30000
107, 30000
108, 28000
109, 28000
110, 28000
111, 104000
112, 29000
113, 28000
114, 28000
115, 27000
116, 28000
117, 27000
118, 27000
119, 28000
120, 28000
121, 28000
122, 27000
123, 27000
124, 27000
125, 28000
126, 27000
127, 28000
128, 28000
129, 28000
130, 28000
131, 28000
132, 28000
133, 28000
134, 27000
135, 28000
136, 28000
137, 28000
138, 27000
139, 27000
140, 28000
141, 27000
142, 27000
143, 28000
144, 28000
145, 27000
146, 28000
147, 28000
148, 28000
149, 28000
150, 28000
151, 28000
152, 28000
153, 28000
154, 28000
155, 41000
156, 43000
157, 27000
158, 28000
159, 29000
160, 74000
161, 30000
162, 27000
163, 27000
164, 27000
165, 27000
166, 27000
167, 28000
168, 28000
169, 28000
170, 27000
171, 27000
172, 27000
173, 28000
174, 27000
175, 27000
176, 27000
177, 27000
178, 27000
179, 28000
180, 28000
181, 28000
182, 28000
183, 27000
184, 28000
185, 27000
186, 28000
187, 28000
188, 28000
189, 28000
190, 27000
191, 28000
192, 28000
193, 27000
194, 27000
195, 28000
196, 28000
197, 28000
198, 27000
199, 27000
200, 27000
201, 28000
202, 27000
203, 27000
204, 28000
205, 27000
206, 28000
207, 27000
208, 27000
209, 28000
210, 27000
211, 28000
212, 28000
213, 28000
214, 27000
215, 27000
216, 27000
217, 28000
218, 27000
219, 27000
220, 28000
221, 28000
222, 27000
223, 27000
224, 27000
225, 27000
226, 27000
227, 27000
228, 28000
229, 27000
230, 27000
231, 27000
232, 27000
233, 28000
234, 27000
235, 27000
236, 27000
237, 27000
238, 27000
239, 27000
240, 27000
241, 27000
242, 28000
243, 28000
244, 27000
245, 28000
246, 27000
247, 27000
248, 27000
249, 27000
250, 28000
251, 27000
252, 27000
253, 27000
254, 27000
255, 27000
256, 27000
257, 28000
258, 27000
259, 27000
260, 27000
261, 27000
262, 27000
263, 27000
264, 27000
265, 27000
266, 28000
267, 27000
268, 27000
269, 27000
270, 27000
271, 30000
272, 27000
273, 27000
274, 27000
275, 27000
276, 27000
277, 27000
278, 27000
279, 27000
280, 27000
281, 27000
282, 27000
283, 27000
284, 27000
285, 27000
286, 28000
287, 27000
288, 27000
289, 27000
290, 27000
291, 27000
292, 27000
293, 27000
294, 27000
295, 28000
296, 27000
297, 27000
298, 28000
299, 27000
300, 27000
301, 27000
302, 28000
303, 28000
304, 27000
305, 27000
306, 27000
307, 27000
308, 27000
309, 27000
310, 27000
311, 28000
312, 27000
313, 27000
314, 28000
315, 27000
316, 26000
317, 27000
318, 27000
319, 27000
320, 27000
321, 27000
322, 27000
323, 27000
324, 27000
325, 27000
326, 27000
327, 62000
328, 27000
329, 27000
330, 28000
331, 27000
332, 27000
333, 27000
334, 27000
335, 27000
336, 27000
337, 27000
338, 27000
339, 27000
340, 27000
341, 27000
342, 27000
343, 27000
344, 27000
345, 27000
346, 27000
347, 27000
348, 27000
349, 27000
350, 27000
351, 27000
352, 27000
353, 27000
354, 27000
355, 27000
356, 26000
357, 27000
358, 26000
359, 27000
360, 27000
361, 27000
362, 26000
363, 27000
364, 28000
365, 27000
366, 26000
367, 27000
368, 27000
369, 27000
370, 27000
371, 27000
372, 27000
373, 27000
374, 27000
375, 27000
376, 26000
377, 27000
378, 27000
379, 27000
380, 27000
381, 27000
382, 27000
383, 27000
384, 27000
385, 27000
386, 27000
387, 27000
388, 27000
389, 27000
390, 26000
391, 27000
392, 27000
393, 27000
394, 27000
395, 27000
396, 27000
397, 27000
398, 27000
399, 27000
400, 27000
401, 27000
402, 27000
403, 27000
404, 27000
405, 27000
406, 26000
407, 27000
408, 27000
409, 27000
410, 26000
411, 26000
412, 26000
413, 27000
414, 27000
415, 27000
416, 27000
417, 27000
418, 27000
419, 26000
420, 27000
421, 26000
422, 27000
423, 27000
424, 27000
425, 27000
426, 26000
427, 26000
428, 27000
429, 27000
430, 27000
431, 27000
432, 27000
433, 27000
434, 27000
435, 27000
436, 26000
437, 27000
438, 26000
439, 27000
440, 26000
441, 27000
442, 27000
443, 26000
